height	is_hiker	motion	texture
2.1060863409158106	1	1.8467638382329084	5.244758309070893
1.547060896587481	1	0.0	5.119397928761475
1.567957061934136	1	2.507984336615379	4.775944096953242
1.4317578444609573	1	1.6759676709799933	4.694602498575794
1.9163519073311697	1	0.4889233920897973	3.985027465407356
1.1246153257799292	1	1.1285779344050424	5.303973293044567
2.13620294105412	1	1.1351700585344129	4.822945558220155
1.5096982747762242	1	2.6087490823417023	5.0762907450607475
1.7797597740142745	1	2.5616380965234056	5.25063742452042
1.6376574061306475	1	3.514750382482251	4.606798614652319
2.0655269842612434	1	2.647924812312918	5.5084978428362845
1.1849648226255864	1	0.6483506146823257	5.056555290937014
1.6193956989966232	1	0.5907907235278087	5.7484976238306364
1.603986411332896	1	3.130725354529131	5.084468833928136
1.9834423605838594	1	3.566686201096144	5.159312347660001
1.4250271831714922	1	1.7622519018546365	4.863311430802191
1.656892948112391	1	2.5588029881851115	5.738206996422348
1.480535395519657	1	0.4951087162204877	3.9482536090990865
1.7105534366788981	1	0.056078241668212625	4.733584019439723
1.8457038034289555	1	0.8259763234571562	4.847473003025978
1.4248452056967698	1	1.6428124743969836	4.234789632447359
1.9861809274599036	1	1.478623614591962	4.602648674120546
1.925397680148199	1	1.7698859365487327	3.9139386447674926
1.825623584725467	1	1.5089855673008898	5.095193618637318
1.925213987316103	1	2.6793011449496626	4.297386227961865
1.5290680352064168	1	3.4275469513273444	5.18493023686018
1.669277443620338	1	2.0361974627604353	4.869109152019343
1.4660576414352327	1	4.029997487440461	4.583643243607606
1.633027980093496	1	1.365595289699154	4.223108695001424
1.8325888666845465	1	1.4748966060610607	4.65857607777413
1.5270848120686726	1	2.3877346627429503	5.155311910107735
1.6008116182860057	1	1.645201237989326	4.937276403066714
1.5282068249701002	1	3.1770522557766414	5.333121899643048
1.48869858962532	1	1.358892184802111	4.605834865738756
1.5321884672907953	1	3.32269398510864	5.802996760782739
1.6968338502702747	1	2.194175016293777	4.881023291817736
1.4206724128411805	1	4.56545278071678	4.577402285467879
1.758603924454273	1	1.5358850943517943	5.655079615695731
2.1149505442774674	1	1.7973060922925377	5.678783238981483
1.8855110401443338	1	2.145651817286488	4.954915341455283
1.6520411119095961	1	0.0	4.757848941666743
1.4780927589787909	1	2.6022651275385376	5.4550373194678174
1.5132104265622905	1	2.480846113265169	4.552931515918303
2.1231136502569368	1	2.109318363905435	5.467595770896401
1.7127019386940072	1	0.4556042186133018	4.306409740019605
1.5407510883576616	1	0.4534389600313429	4.958303363548313
1.7477288711668664	1	2.5866185186008446	5.005877753596609
2.2250637841197105	1	3.175178687557355	5.604049730570274
1.7300397381204073	1	3.5944646318222215	4.085390183125051
1.8543007774268547	1	1.1045584760500806	5.117218360983938
1.7750425799889569	1	0.9692019722412164	4.939644766611994
1.6119375383766203	1	1.7280612003154496	5.0014541435790445
1.414370450494465	1	0.024269858126163335	4.557947227099103
1.6126643193967807	1	1.4110688239562557	4.349052584754697
1.6477764416563054	1	2.8517896375153162	4.768431469124664
1.8466557977955493	1	3.634602501369415	4.879168107664869
1.9097458534686262	1	2.279155453634664	5.7375917391544125
1.9327755203258894	1	3.6405536485552688	5.055690821765725
1.7713968313135646	1	2.4108729379990708	4.997861872664618
1.921285291067682	1	2.19136391513892	5.349173146307196
1.5114005147508367	1	1.8285588125224668	4.194072679546105
2.013217038808322	1	2.1869370457719954	5.361283223575514
1.8282324551045022	1	1.7451470527561108	5.457688070653738
1.625476791224321	1	1.8590892476098417	5.453571933777309
1.8221295366343742	1	1.3381081650603275	4.833502968860011
1.681107071744736	1	2.2590319017920035	4.382375002034824
1.9829073468628566	1	2.0144484150177866	4.5075357472027
2.0799542041055497	1	0.5204199653838879	5.12372693447336
2.2463938516332904	1	1.7592994982480137	5.26838242261865
1.3508759161279655	1	1.1443286076055015	5.638274887757048
1.3389715486426026	1	0.0	5.760717022507249
1.5738835342633872	1	2.4838836493413234	5.43562414044464
1.7400092673619576	1	3.558688254522381	5.016964399195701
1.9190422302790562	1	4.369730189064904	5.132459978355101
1.7789087368104013	1	3.5624195294929635	4.882343815122609
1.1944496960439992	1	1.1291984473919392	5.527434226085744
1.623448996842907	1	3.1752449927080537	5.297135774668069
1.9069936606518114	1	3.1198990035561387	5.107929836180303
1.7575236838410957	1	0.012170468605378293	4.372199730980066
1.8905027950780062	1	2.8612885153914505	5.5233306924789
1.6444179643474102	1	2.6271770353915254	4.236556817188143
1.6498104827675006	1	2.162808250306792	5.615891093690271
1.746640347747071	1	2.288616715676805	5.492314751988367
1.802512911802064	1	2.058307382744084	4.206465589956888
1.7495749300316923	1	3.6319358486550284	4.9757678319785645
1.7297521614518647	1	1.5982111661681129	4.379302870035647
1.5323344284277423	1	1.8000606067787206	4.927690340063616
1.79439094658023	1	2.007388983706184	5.277584986759549
1.7304553177478592	1	2.275664075150072	4.931680950146611
1.9823709769779798	1	0.2367501990087686	4.318065987689782
1.9997294699753767	1	3.3879738095489653	5.130413638594636
1.7462891043709858	1	2.226199756843157	5.129743853283211
1.6061787624774715	1	2.569124595824779	4.986382594719752
1.5403173981364444	1	2.1973159917477902	4.477430512603595
1.8058735885160282	1	1.813558728716116	4.825109168984352
1.7193350170871398	1	1.6447584865030382	5.1342635842091875
1.614036581107231	1	2.0961141423395206	4.922475089349168
1.7108992142085617	1	2.152052340933429	6.056311059653169
1.5449997890129676	1	3.1552617554181506	5.128039718725982
1.8745080085180548	1	2.346057746284674	4.896619332970815
1.5882178588035003	1	1.8665113306339394	5.241298975762079
2.006126926201375	1	3.9865651109424	4.447283823386136
1.8008729104477	1	0.7205738436864779	5.210377599926538
1.8483946308092667	1	0.6597908240964994	5.808397113761716
1.4262720385647394	1	2.3546020521128277	4.558114340713328
1.742345608264667	1	1.7876267145093796	5.149417509534218
1.8851391127740686	1	0.22540401177516634	5.383556548222411
1.4615748495480163	1	1.6877703386221878	4.153325645963948
1.6334453734990944	1	1.2893442293192172	5.819444465359433
1.7081536366733396	1	3.1311286004249617	4.477500905465893
1.356720669938311	1	1.378748229569755	4.8324729711817165
1.7787898480105728	1	3.0506146488672723	5.190336088819058
1.9115401618962582	1	2.4597817002101836	4.883698557959502
1.4851210147920033	1	1.7936690879551203	5.401468333558231
1.7876364946660268	1	2.021171828588149	5.075462708487679
1.371929147190642	1	2.428658739633886	5.284875645502335
1.6903261226834871	1	0.0	5.037486711851683
1.2960569113241762	1	2.3270684075693673	5.736000807283931
1.980354427058916	1	1.6208803891991614	3.9922509955034036
1.8022251344842068	1	3.7979193663881117	5.1820471233068695
1.6938457610310553	1	1.3087310432378376	4.8496924360996285
1.5062095952077101	1	3.1425639200052213	4.520483691509643
2.0184389825396942	1	0.0	4.59419499471358
2.1917754373136837	1	2.8146250149842884	4.714010010910272
1.235504533888312	1	2.276102753923275	5.289205268366401
2.009041007613205	1	1.7529835091142647	4.551934781876758
2.1069126882872267	1	1.8791106895136636	4.918408211819291
1.784502924143619	1	1.7394394093776488	5.137624435057895
1.4001829919162034	1	2.4230032095832756	4.4221041744503555
1.9158363293860052	1	1.8657514353696814	5.556174326293321
1.6547699244804623	1	0.21226229158215792	6.210794651968815
1.5490198430516857	1	1.8141891432196713	4.66299134639676
1.3924854660832595	1	4.234721737625886	5.459723592209108
1.8376343739940537	1	2.0468462048583014	4.845160259790142
1.8982017164798368	1	2.2907879464687055	5.266683728213478
1.544117317580052	1	1.5619454925123766	4.90914740225686
1.8301440842683427	1	2.1740544661617287	6.104330814990554
1.4139146525942143	1	2.1779455579616105	4.837834092191583
1.900465257967836	1	1.7387980805434884	5.396965204571407
1.7116418246060363	1	2.8632633989374146	5.303683076308847
1.6533575570231627	1	1.0769220429156707	4.4580199315576765
1.6745635318677137	1	1.8698047917983245	3.9198652934753495
1.9172215392514669	1	2.5050537522920977	5.289543607875018
1.887602909966252	1	1.7329958206580853	5.422259219788441
1.8323663310881773	1	0.7761203494247553	4.7316472908963645
1.7344253024993466	1	2.558264218567637	4.683312666231172
